日期,星期,最高温度,最低温度,天气,风向,城市
2022-09-24, 星期六 ,20℃,8℃,多云,南风 2级,吉安
2022-09-25, 星期日 ,23℃,8℃,多云,西南风 2级,吉安
2022-09-26, 星期一 ,24℃,11℃,雾,西南风 1级,吉安
2022-09-27, 星期二 ,25℃,10℃,雾,东南风 1级,吉安
2022-09-28, 星期三 ,25℃,8℃,多云,西风 1级,吉安
2022-09-29, 星期四 ,23℃,9℃,多云,南风 3级,吉安
2022-09-30, 星期五 ,24℃,10℃,多云,南风 1级,吉安
2022-10-01, 星期六 ,22℃,13℃,多云,西北风 1级,吉安
2022-10-02, 星期日 ,19℃,11℃,小雨,东风 2级,吉安
2022-10-03, 星期一 ,19℃,4℃,小雨,北风 2级,吉安
2022-10-04, 星期二 ,13℃,0℃,晴,北风 2级,吉安
2022-10-05, 星期三 ,13℃,1℃,晴,北风 2级,吉安
2022-10-06, 星期四 ,14℃,-1℃,多云,西北风 2级,吉安
2022-10-07, 星期五 ,15℃,2℃,雾,东北风 2级,吉安
2022-10-08, 星期六 ,18℃,7℃,多云,南风 2级,吉安
2022-10-09, 星期日 ,16℃,2℃,小雨,西北风 3级,吉安
2022-10-10, 星期一 ,5℃,-1℃,雨夹雪,西风 1级,吉安
2022-10-11, 星期二 ,13℃,2℃,多云,东北风 2级,吉安
2022-10-12, 星期三 ,19℃,4℃,多云,东南风 2级,吉安
2022-10-13, 星期四 ,20℃,4℃,多云,西北风 3级,吉安
2022-10-14, 星期五 ,14℃,4℃,多云,东风 2级,吉安
2022-10-15, 星期六 ,20℃,5℃,雾,西南风 1级,吉安
2022-10-16, 星期日 ,15℃,-1℃,多云,西南风 1级,吉安
2022-10-17, 星期一 ,11℃,-1℃,多云,西北风 1级,吉安
2022-10-18, 星期二 ,12℃,-2℃,雾,东北风 2级,吉安
2022-10-19, 星期三 ,15℃,1℃,多云,南风 2级,吉安
2022-10-20, 星期四 ,18℃,5℃,多云,西南风 3级,吉安
2022-10-21, 星期五 ,19℃,4℃,多云,西南风 3级,吉安
2022-10-22, 星期六 ,15℃,2℃,多云,北风 2级,吉安
2022-10-23, 星期日 ,13℃,-1℃,多云,北风 2级,吉安
2022-10-24, 星期一 ,11℃,-1℃,晴,东北风 2级,吉安
2022-10-25, 星期二 ,14℃,1℃,多云,东北风 2级,吉安
2022-10-26, 星期三 ,17℃,4℃,多云,西北风 1级,吉安
2022-10-27, 星期四 ,10℃,-2℃,多云,北风 2级,吉安
2022-10-28, 星期五 ,14℃,1℃,多云,东北风 1级,吉安
2022-10-29, 星期六 ,16℃,2℃,多云,东北风 2级,吉安
2022-10-30, 星期日 ,17℃,7℃,多云,东南风 2级,吉安
2022-10-31, 星期一 ,17℃,3℃,多云,西北风 1级,吉安
2022-11-01, 星期二 ,12℃,-4℃,雾,东风 2级,吉安
2022-11-02, 星期三 ,8℃,-4℃,多云,北风 2级,吉安
2022-11-03, 星期四 ,7℃,-5℃,多云,东北风 2级,吉安
2022-11-04, 星期五 ,6℃,-5℃,晴,北风 1级,吉安
2022-11-05, 星期六 ,10℃,-5℃,晴,北风 3级,吉安
2022-11-06, 星期日 ,11℃,1℃,多云,南风 2级,吉安
2022-11-07, 星期一 ,9℃,-4℃,小雨,西北风 1级,吉安
2022-11-08, 星期二 ,11℃,-2℃,多云,南风 3级,吉安
2022-11-09, 星期三 ,9℃,0℃,多云,西南风 1级,吉安
2022-11-10, 星期四 ,9℃,6℃,小雨,南风 1级,吉安
2022-11-11, 星期五 ,16℃,3℃,多云,南风 1级,吉安
2022-11-12, 星期六 ,11℃,-3℃,大雨,东南风 1级,吉安
2022-11-13, 星期日 ,5℃,-4℃,多云,北风 1级,吉安
2022-11-14, 星期一 ,8℃,-3℃,多云,西南风 3级,吉安
2022-11-15, 星期二 ,8℃,-4℃,多云,西南风 1级,吉安
2022-11-16, 星期三 ,8℃,-2℃,多云,北风 2级,吉安
2022-11-17, 星期四 ,6℃,2℃,多云,南风 1级,吉安
2022-11-18, 星期五 ,14℃,-1℃,多云,北风 3级,吉安
2022-11-19, 星期六 ,10℃,0℃,多云,南风 1级,吉安
2022-11-20, 星期日 ,10℃,-2℃,多云,北风 1级,吉安
2022-11-21, 星期一 ,7℃,-6℃,多云,北风 3级,吉安
2022-11-22, 星期二 ,5℃,-3℃,雾,北风 2级,吉安
2022-11-23, 星期三 ,10℃,-5℃,雾,南风 1级,吉安
2022-11-24, 星期四 ,8℃,-2℃,多云,西南风 1级,吉安
2022-11-25, 星期五 ,14℃,-7℃,雨夹雪,北风 2级,吉安
2022-11-26, 星期六 ,1℃,-8℃,多云,东北风 3级,吉安
2022-11-27, 星期日 ,2℃,-1℃,冻雨,东北风 2级,吉安
2022-11-28, 星期一 ,1℃,-10℃,雨夹雪,东北风 1级,吉安
2022-11-29, 星期二 ,-3℃,-18℃,多云,南风 2级,吉安
2022-11-30, 星期三 ,-9℃,-18℃,晴,西北风 2级,吉安
2022-11-01, 星期二 ,12℃,-4℃,雾,东风 2级,吉安
2022-11-02, 星期三 ,8℃,-4℃,多云,北风 2级,吉安
2022-11-03, 星期四 ,7℃,-5℃,多云,东北风 2级,吉安
2022-11-04, 星期五 ,6℃,-5℃,晴,北风 1级,吉安
2022-11-05, 星期六 ,10℃,-5℃,晴,北风 3级,吉安
2022-11-06, 星期日 ,11℃,1℃,多云,南风 2级,吉安
2022-11-07, 星期一 ,9℃,-4℃,小雨,西北风 1级,吉安
2022-11-08, 星期二 ,11℃,-2℃,多云,南风 3级,吉安
2022-11-09, 星期三 ,9℃,0℃,多云,西南风 1级,吉安
2022-11-10, 星期四 ,9℃,6℃,小雨,南风 1级,吉安
2022-11-11, 星期五 ,16℃,3℃,多云,南风 1级,吉安
2022-11-12, 星期六 ,11℃,-3℃,大雨,东南风 1级,吉安
2022-11-13, 星期日 ,5℃,-4℃,多云,北风 1级,吉安
2022-11-14, 星期一 ,8℃,-3℃,多云,西南风 3级,吉安
2022-11-15, 星期二 ,8℃,-4℃,多云,西南风 1级,吉安
2022-11-16, 星期三 ,8℃,-2℃,多云,北风 2级,吉安
2022-11-17, 星期四 ,6℃,2℃,多云,南风 1级,吉安
2022-11-18, 星期五 ,14℃,-1℃,多云,北风 3级,吉安
2022-11-19, 星期六 ,10℃,0℃,多云,南风 1级,吉安
2022-11-20, 星期日 ,10℃,-2℃,多云,北风 1级,吉安
2022-11-21, 星期一 ,7℃,-6℃,多云,北风 3级,吉安
2022-11-22, 星期二 ,5℃,-3℃,雾,北风 2级,吉安
2022-11-23, 星期三 ,10℃,-5℃,雾,南风 1级,吉安
2022-11-24, 星期四 ,8℃,-2℃,多云,西南风 1级,吉安
2022-11-25, 星期五 ,14℃,-7℃,雨夹雪,北风 2级,吉安
2022-11-26, 星期六 ,1℃,-8℃,多云,东北风 3级,吉安
2022-11-27, 星期日 ,2℃,-1℃,冻雨,东北风 2级,吉安
2022-11-28, 星期一 ,1℃,-10℃,雨夹雪,东北风 1级,吉安
2022-11-29, 星期二 ,-3℃,-18℃,多云,南风 2级,吉安
2022-11-30, 星期三 ,-9℃,-18℃,晴,西北风 2级,吉安
2022-01-01, 星期六 ,12℃,-3℃,晴,西北风 1级,赣州
2022-01-02, 星期日 ,18℃,6℃,晴,南风 1级,赣州
2022-01-03, 星期一 ,19℃,7℃,晴,东南风 1级,赣州
2022-01-04, 星期二 ,21℃,10℃,阴转多云,东北风 1级,赣州
2022-01-05, 星期三 ,24℃,11℃,多云,北风 1级,赣州
2022-01-06, 星期四 ,19℃,10℃,多云,西北风 2级,赣州
2022-01-07, 星期五 ,14℃,8℃,阴,北风 2级,赣州
2022-01-08, 星期六 ,12℃,8℃,阴到小雨,西北风 1级,赣州
2022-01-09, 星期日 ,12℃,6℃,多云,西北风 1级,赣州
2022-01-10, 星期一 ,11℃,7℃,小雨,东北风 1级,赣州
2022-01-11, 星期二 ,10℃,6℃,多云,西北风 1级,赣州
2022-01-12, 星期三 ,12℃,4℃,多云,西北风 1级,赣州
2022-01-13, 星期四 ,13℃,6℃,阴,北风 2级,赣州
2022-01-14, 星期五 ,5℃,3℃,小雨,西南风 1级,赣州
2022-01-15, 星期六 ,15℃,8℃,多云,西北风 1级,赣州
2022-01-16, 星期日 ,8℃,7℃,小雨,东风 1级,赣州
2022-01-17, 星期一 ,10℃,8℃,阴,西北风 2级,赣州
2022-01-18, 星期二 ,12℃,8℃,多云,北风 2级,赣州
2022-01-19, 星期三 ,14℃,8℃,多云,东南风 1级,赣州
2022-01-20, 星期四 ,17℃,10℃,多云,东北风 1级,赣州
2022-01-21, 星期五 ,18℃,10℃,多云,东风 1级,赣州
2022-01-22, 星期六 ,15℃,12℃,多云,南风 1级,赣州
2022-01-23, 星期日 ,13℃,8℃,多云,北风 2级,赣州
2022-01-24, 星期一 ,13℃,8℃,阴,北风 2级,赣州
2022-01-25, 星期二 ,17℃,8℃,多云,北风 1级,赣州
2022-01-26, 星期三 ,18℃,9℃,多云,北风 1级,赣州
2022-01-27, 星期四 ,13℃,10℃,阴,北风 2级,赣州
2022-01-28, 星期五 ,9℃,5℃,阴,北风 2级,赣州
2022-01-29, 星期六 ,7℃,4℃,小雨,北风 2级,赣州
2022-01-30, 星期日 ,5℃,1℃,阴,北风 2级,赣州
2022-01-31, 星期一 ,6℃,3℃,阴,北风 2级,赣州
2022-02-01, 星期二 ,4℃,2℃,中雨,北风 2级,赣州
2022-02-02, 星期三 ,4℃,2℃,小雨,北风 1级,赣州
2022-02-03, 星期四 ,4℃,2℃,小雨,南风 1级,赣州
2022-02-04, 星期五 ,7℃,2℃,多云,北风 2级,赣州
2022-02-05, 星期六 ,10℃,2℃,晴,北风 1级,赣州
2022-02-06, 星期日 ,6℃,3℃,多云,北风 1级,赣州
2022-02-07, 星期一 ,5℃,2℃,中雨,北风 2级,赣州
2022-02-08, 星期二 ,4℃,3℃,多云,北风 2级,赣州
2022-02-09, 星期三 ,6℃,4℃,小雨,西北风 2级,赣州
2022-02-10, 星期四 ,8℃,7℃,小雨,北风 1级,赣州
2022-02-11, 星期五 ,8℃,6℃,多云,北风 2级,赣州
2022-02-12, 星期六 ,10℃,7℃,多云,北风 2级,赣州
2022-02-13, 星期日 ,7℃,6℃,中雨,北风 1级,赣州
2022-02-14, 星期一 ,8℃,5℃,多云,北风 1级,赣州
2022-02-15, 星期二 ,11℃,8℃,多云,北风 2级,赣州
2022-02-16, 星期三 ,9℃,8℃,小雨,北风 1级,赣州
2022-02-17, 星期四 ,5℃,3℃,中雨,西北风 2级,赣州
2022-02-18, 星期五 ,5℃,2℃,中雨,北风 1级,赣州
2022-02-19, 星期六 ,6℃,2℃,小雨,北风 2级,赣州
2022-02-20, 星期日 ,5℃,2℃,多云,北风 1级,赣州
2022-02-21, 星期一 ,6℃,2℃,多云,北风 2级,赣州
2022-02-22, 星期二 ,3℃,0℃,雨夹雪,北风 2级,赣州
2022-02-23, 星期三 ,5℃,2℃,阴,东风 2级,赣州
2022-02-24, 星期四 ,7℃,4℃,阴,南风 3级,赣州
2022-02-25, 星期五 ,14℃,6℃,多云,西北风 1级,赣州
2022-02-26, 星期六 ,16℃,4℃,多云,北风 1级,赣州
2022-02-27, 星期日 ,19℃,10℃,多云,北风 1级,赣州
2022-02-28, 星期一 ,26℃,14℃,多云,南风 2级,赣州
2022-03-01, 星期二 ,23℃,9℃,阴转多云,北风 2级,赣州
2022-03-02, 星期三 ,24℃,13℃,多云,北风 2级,赣州
2022-03-03, 星期四 ,26℃,12℃,多云,北风 1级,赣州
2022-03-04, 星期五 ,23℃,16℃,多云,东北风 1级,赣州
2022-03-05, 星期六 ,22℃,15℃,小雨,北风 1级,赣州
2022-03-06, 星期日 ,19℃,6℃,多云,南风 3级,赣州
2022-03-07, 星期一 ,18℃,5℃,晴,北风 2级,赣州
2022-03-08, 星期二 ,22℃,9℃,晴,南风 1级,赣州
2022-03-09, 星期三 ,26℃,6℃,晴,南风 2级,赣州
2022-03-10, 星期四 ,27℃,9℃,晴,南风 3级,赣州
2022-03-11, 星期五 ,27℃,14℃,晴,东风 2级,赣州
2022-03-12, 星期六 ,27℃,16℃,多云,南风 2级,赣州
2022-03-13, 星期日 ,19℃,10℃,晴,东风 2级,赣州
2022-03-14, 星期一 ,29℃,17℃,多云,西北风 1级,赣州
2022-03-15, 星期二 ,28℃,20℃,多云,东北风 1级,赣州
2022-03-16, 星期三 ,30℃,18℃,多云,南风 1级,赣州
2022-03-17, 星期四 ,27℃,15℃,多云,北风 1级,赣州
2022-03-18, 星期五 ,22℃,12℃,多云,西北风 2级,赣州
2022-03-19, 星期六 ,26℃,14℃,多云,东南风 1级,赣州
2022-03-20, 星期日 ,27℃,16℃,多云,南风 2级,赣州
2022-03-21, 星期一 ,25℃,16℃,多云转雨,西北风 2级,赣州
2022-03-22, 星期二 ,17℃,5℃,小雨到中雨,北风 2级,赣州
2022-03-23, 星期三 ,10℃,5℃,阴,北风 2级,赣州
2022-03-24, 星期四 ,17℃,14℃,小雨到中雨,南风 2级,赣州
2022-03-25, 星期五 ,25℃,14℃,小雨到中雨,南风 2级,赣州
2022-03-26, 星期六 ,19℃,15℃,小雨,北风 2级,赣州
2022-03-27, 星期日 ,16℃,12℃,多云,西北风 1级,赣州
2022-03-28, 星期一 ,17℃,5℃,多云,东南风 1级,赣州
2022-03-29, 星期二 ,21℃,9℃,阴到小雨,南风 4级,赣州
2022-03-30, 星期三 ,22℃,16℃,小雨,西南风 2级,赣州
2022-03-31, 星期四 ,22℃,12℃,多云,北风 2级,赣州
2022-04-01, 星期五 ,14℃,10℃,阴,北风 1级,赣州
2022-04-02, 星期六 ,16℃,9℃,阴,北风 3级,赣州
2022-04-03, 星期日 ,21℃,8℃,晴,北风 2级,赣州
2022-04-04, 星期一 ,24℃,10℃,晴,北风 2级,赣州
2022-04-05, 星期二 ,28℃,12℃,晴,西北风 2级,赣州
2022-04-06, 星期三 ,26℃,14℃,多云,北风 1级,赣州
2022-04-07, 星期四 ,28℃,14℃,晴,北风 2级,赣州
2022-04-08, 星期五 ,28℃,14℃,晴,东北风 1级,赣州
2022-04-09, 星期六 ,31℃,15℃,晴,南风 2级,赣州
2022-04-10, 星期日 ,30℃,16℃,多云,南风 1级,赣州
2022-04-11, 星期一 ,33℃,14℃,多云,西南风 3级,赣州
2022-04-12, 星期二 ,32℃,20℃,多云,南风 2级,赣州
2022-04-13, 星期三 ,27℃,16℃,多云,北风 2级,赣州
2022-04-14, 星期四 ,23℃,14℃,多云,北风 3级,赣州
2022-04-15, 星期五 ,20℃,14℃,阴,北风 1级,赣州
2022-04-16, 星期六 ,17℃,13℃,小雨转阴,北风 2级,赣州
2022-04-17, 星期日 ,15℃,12℃,阴,北风 2级,赣州
2022-04-18, 星期一 ,16℃,12℃,多云,北风 1级,赣州
2022-04-19, 星期二 ,19℃,12℃,阴,北风 1级,赣州
2022-04-20, 星期三 ,24℃,16℃,阴,南风 2级,赣州
2022-04-21, 星期四 ,29℃,18℃,多云,东南风 3级,赣州
2022-04-22, 星期五 ,27℃,19℃,多云,东南风 1级,赣州
2022-04-23, 星期六 ,28℃,19℃,多云,西南风 2级,赣州
2022-04-24, 星期日 ,29℃,21℃,阴,南风 2级,赣州
2022-04-25, 星期一 ,30℃,22℃,多云,西南风 1级,赣州
2022-04-26, 星期二 ,28℃,23℃,多云,南风 1级,赣州
2022-04-27, 星期三 ,29℃,20℃,中雨到大雨,东南风 1级,赣州
2022-04-28, 星期四 ,31℃,20℃,晴转雨,西南风 2级,赣州
2022-04-29, 星期五 ,26℃,19℃,小雨到大雨,西南风 1级,赣州
2022-04-30, 星期六 ,20℃,17℃,小雨到中雨,北风 2级,赣州
2022-05-01, 星期日 ,18℃,14℃,小雨,北风 2级,赣州
2022-05-02, 星期一 ,21℃,12℃,多云,北风 1级,赣州
2022-05-03, 星期二 ,26℃,12℃,多云,北风 2级,赣州
2022-05-04, 星期三 ,27℃,16℃,阴,北风 2级,赣州
2022-05-05, 星期四 ,29℃,16℃,多云,北风 2级,赣州
2022-05-06, 星期五 ,31℃,20℃,多云,南风 1级,赣州
2022-05-07, 星期六 ,29℃,21℃,小雨到大雨,东南风 1级,赣州
2022-05-08, 星期日 ,27℃,21℃,小雨,东北风 1级,赣州
2022-05-09, 星期一 ,27℃,20℃,多云,南风 2级,赣州
2022-05-10, 星期二 ,25℃,21℃,小雨,南风 1级,赣州
2022-05-11, 星期三 ,25℃,19℃,阴,东北风 1级,赣州
2022-05-12, 星期四 ,25℃,21℃,阴到小雨,东北风 1级,赣州
2022-05-13, 星期五 ,24℃,18℃,多云,西北风 1级,赣州
2022-05-14, 星期六 ,22℃,15℃,多云,北风 1级,赣州
2022-05-15, 星期日 ,21℃,14℃,多云,北风 2级,赣州
2022-05-16, 星期一 ,22℃,12℃,多云,北风 1级,赣州
2022-05-17, 星期二 ,26℃,13℃,阴,北风 1级,赣州
2022-05-18, 星期三 ,29℃,18℃,多云,西北风 2级,赣州
2022-05-19, 星期四 ,27℃,16℃,多云,西南风 2级,赣州
2022-05-20, 星期五 ,28℃,20℃,阴,北风 1级,赣州
2022-05-21, 星期六 ,27℃,22℃,小雨,北风 3级,赣州
2022-05-22, 星期日 ,22℃,19℃,中雨,北风 1级,赣州
2022-05-23, 星期一 ,22℃,19℃,小雨到大雨,北风 1级,赣州
2022-05-24, 星期二 ,23℃,19℃,阴到大雨,北风 1级,赣州
2022-05-25, 星期三 ,28℃,20℃,阴,北风 1级,赣州
2022-05-26, 星期四 ,28℃,21℃,多云,北风 2级,赣州
2022-05-27, 星期五 ,24℃,21℃,小雨,北风 1级,赣州
2022-05-28, 星期六 ,30℃,24℃,阴,南风 3级,赣州
2022-05-29, 星期日 ,31℃,24℃,多云,南风 3级,赣州
2022-05-30, 星期一 ,31℃,24℃,小雨到大雨,西南风 3级,赣州
2022-05-31, 星期二 ,30℃,24℃,小雨到中雨,西风 1级,赣州
2022-06-01, 星期三 ,32℃,24℃,小雨,南风 3级,赣州
2022-06-02, 星期四 ,32℃,24℃,小雨到中雨,南风 2级,赣州
2022-06-03, 星期五 ,33℃,24℃,小雨,南风 2级,赣州
2022-06-04, 星期六 ,33℃,25℃,小雨到大雨,南风 1级,赣州
2022-06-05, 星期日 ,36℃,22℃,晴,东北风 1级,赣州
2022-06-06, 星期一 ,33℃,21℃,多云,东北风 3级,赣州
2022-06-07, 星期二 ,27℃,23℃,小雨,西南风 2级,赣州
2022-06-08, 星期三 ,28℃,22℃,小雨到大雨,东南风 2级,赣州
2022-06-09, 星期四 ,27℃,23℃,小雨到中雨,东南风 1级,赣州
2022-06-10, 星期五 ,30℃,24℃,中雨到大雨,南风 2级,赣州
2022-06-11, 星期六 ,31℃,25℃,小雨到大雨,南风 2级,赣州
2022-06-12, 星期日 ,30℃,22℃,晴,南风 2级,赣州
2022-06-13, 星期一 ,25℃,22℃,小雨到中雨,北风 2级,赣州
2022-06-14, 星期二 ,29℃,21℃,多云,东北风 1级,赣州
2022-06-15, 星期三 ,29℃,22℃,阴,南风 1级,赣州
2022-06-16, 星期四 ,27℃,22℃,小雨,南风 1级,赣州
2022-06-17, 星期五 ,28℃,23℃,小雨到中雨,南风 1级,赣州
2022-06-18, 星期六 ,28℃,24℃,多云,南风 1级,赣州
2022-06-19, 星期日 ,30℃,24℃,小雨到中雨,南风 2级,赣州
2022-06-20, 星期一 ,29℃,25℃,中雨到大雨,南风 1级,赣州
2022-06-21, 星期二 ,32℃,24℃,小雨,东南风 2级,赣州
2022-06-22, 星期三 ,31℃,23℃,小雨,南风 1级,赣州
2022-06-23, 星期四 ,35℃,25℃,晴,东南风 2级,赣州
2022-06-24, 星期五 ,35℃,25℃,阴,南风 1级,赣州
2022-06-25, 星期六 ,35℃,26℃,多云,南风 1级,赣州
2022-06-26, 星期日 ,33℃,25℃,小雨到大雨,西南风 2级,赣州
2022-06-27, 星期一 ,35℃,27℃,阴,南风 2级,赣州
2022-06-28, 星期二 ,33℃,25℃,阴,西南风 3级,赣州
2022-06-29, 星期三 ,35℃,28℃,多云,南风 1级,赣州
2022-06-30, 星期四 ,35℃,27℃,阴,南风 2级,赣州
2022-07-01, 星期五 ,32℃,24℃,多云,东风 1级,赣州
2022-07-02, 星期六 ,33℃,23℃,小雨,东风 3级,赣州
2022-07-03, 星期日 ,32℃,26℃,小雨到中雨,东南风 2级,赣州
2022-07-04, 星期一 ,32℃,26℃,小雨到中雨,东南风 2级,赣州
2022-07-05, 星期二 ,27℃,24℃,小雨,北风 2级,赣州
2022-07-06, 星期三 ,31℃,23℃,晴,北风 2级,赣州
2022-07-07, 星期四 ,33℃,24℃,多云,南风 1级,赣州
2022-07-08, 星期五 ,34℃,26℃,晴,南风 1级,赣州
2022-07-09, 星期六 ,35℃,26℃,晴,南风 1级,赣州
2022-07-10, 星期日 ,37℃,28℃,晴,南风 1级,赣州
2022-07-11, 星期一 ,37℃,28℃,多云,南风 2级,赣州
2022-07-12, 星期二 ,37℃,28℃,晴,南风 2级,赣州
2022-07-13, 星期三 ,37℃,28℃,多云,南风 2级,赣州
2022-07-14, 星期四 ,37℃,28℃,多云,南风 1级,赣州
2022-07-15, 星期五 ,37℃,28℃,多云,南风 1级,赣州
2022-07-16, 星期六 ,37℃,28℃,阴,南风 1级,赣州
2022-07-17, 星期日 ,36℃,29℃,阴,南风 2级,赣州
2022-07-18, 星期一 ,34℃,29℃,小雨到中雨,南风 2级,赣州
2022-07-19, 星期二 ,36℃,28℃,阴,南风 2级,赣州
2022-07-20, 星期三 ,36℃,27℃,多云,南风 1级,赣州
2022-07-21, 星期四 ,36℃,24℃,晴,西南风 3级,赣州
2022-07-22, 星期五 ,26℃,20℃,多云,西北风 1级,赣州
2022-07-23, 星期六 ,38℃,28℃,晴,南风 1级,赣州
2022-07-24, 星期日 ,39℃,28℃,晴,西南风 2级,赣州
2022-07-25, 星期一 ,39℃,28℃,晴,西南风 2级,赣州
2022-07-26, 星期二 ,39℃,29℃,多云转晴,南风 2级,赣州
2022-07-27, 星期三 ,39℃,25℃,多云,西南风 1级,赣州
2022-07-28, 星期四 ,39℃,28℃,晴,东北风 2级,赣州
2022-07-29, 星期五 ,39℃,28℃,多云,西南风 2级,赣州
2022-07-30, 星期六 ,38℃,28℃,晴,西风 3级,赣州
2022-07-31, 星期日 ,38℃,27℃,多云,南风 2级,赣州
2022-08-01, 星期一 ,37℃,26℃,晴,西南风 2级,赣州
2022-08-02, 星期二 ,38℃,26℃,多云,南风 2级,赣州
2022-08-03, 星期三 ,33℃,26℃,多云,西南风 1级,赣州
2022-08-04, 星期四 ,33℃,26℃,多云,南风 2级,赣州
2022-08-05, 星期五 ,33℃,26℃,多云,南风 2级,赣州
2022-08-06, 星期六 ,37℃,26℃,多云,南风 1级,赣州
2022-08-07, 星期日 ,37℃,25℃,多云,西南风 3级,赣州
2022-08-08, 星期一 ,37℃,26℃,晴,南风 1级,赣州
2022-08-09, 星期二 ,38℃,26℃,晴,南风 2级,赣州
2022-08-10, 星期三 ,37℃,28℃,晴,东南风 2级,赣州
2022-08-11, 星期四 ,38℃,28℃,晴,西南风 1级,赣州
2022-08-12, 星期五 ,39℃,27℃,多云,南风 4级,赣州
2022-08-13, 星期六 ,40℃,28℃,多云,南风 2级,赣州
2022-08-14, 星期日 ,39℃,27℃,多云,南风 2级,赣州
2022-08-15, 星期一 ,39℃,26℃,多云,南风 1级,赣州
2022-08-16, 星期二 ,38℃,26℃,小雨,东北风 2级,赣州
2022-08-17, 星期三 ,39℃,27℃,多云,南风 2级,赣州
2022-08-18, 星期四 ,39℃,27℃,晴,南风 2级,赣州
2022-08-19, 星期五 ,38℃,27℃,多云,东北风 2级,赣州
2022-08-20, 星期六 ,38℃,28℃,多云,南风 2级,赣州
2022-08-21, 星期日 ,38℃,28℃,多云,南风 1级,赣州
2022-08-22, 星期一 ,37℃,29℃,多云,南风 1级,赣州
2022-08-23, 星期二 ,39℃,29℃,多云,北风 3级,赣州
2022-08-24, 星期三 ,40℃,28℃,晴,东风 2级,赣州
2022-08-25, 星期四 ,38℃,28℃,多云,南风 2级,赣州
2022-08-26, 星期五 ,38℃,27℃,多云,南风 2级,赣州
2022-08-27, 星期六 ,37℃,26℃,雷阵雨,西北风 3级,赣州
2022-08-28, 星期日 ,39℃,28℃,多云,南风 2级,赣州
2022-08-29, 星期一 ,36℃,27℃,多云,南风 2级,赣州
2022-08-30, 星期二 ,38℃,26℃,小雨,北风 1级,赣州
2022-08-31, 星期三 ,32℃,24℃,阵雨,北风 2级,赣州
2022-09-01, 星期四 ,25℃,21℃,阵雨,北风 3级,赣州
2022-09-02, 星期五 ,30℃,21℃,多云,北风 3级,赣州
2022-09-03, 星期六 ,29℃,23℃,阵雨,北风 3级,赣州
2022-09-04, 星期日 ,30℃,23℃,阵雨,北风 2级,赣州
2022-09-05, 星期一 ,33℃,21℃,多云,北风 2级,赣州
2022-09-06, 星期二 ,30℃,24℃,多云,北风 1级,赣州
2022-09-07, 星期三 ,24℃,23℃,小雨,西风 1级,赣州
2022-09-08, 星期四 ,31℃,23℃,多云,西北风 2级,赣州
